CustomerID,Recency,Frequency,Monetary,Country,R_Score,F_Score,M_Score,Segment
11425,108,5,326.76,United Kingdom,3,2,2,Needs Attention
11426,78,3,62.900000000000006,United Kingdom,4,1,1,Promising
11427,26,6,667.45,Germany,5,3,4,Loyal Customers
11428,101,6,634.59,United Kingdom,3,3,4,Needs Attention
11429,107,9,894.46,United Kingdom,3,5,5,Needs Attention
11430,66,1,149.57999999999998,Portugal,5,1,1,Recent Customers
11431,221,7,572.65,United Kingdom,1,4,3,Can't Lose Them
11432,142,7,793.23,United Kingdom,2,4,4,Can't Lose Them
11433,97,3,174.13000000000002,Sweden,4,1,1,Promising
11434,61,4,404.83,United Kingdom,5,2,2,Potential Loyalists
11435,143,7,533.5,United Kingdom,2,4,3,Can't Lose Them
11436,49,10,924.61,United Kingdom,5,5,5,Champions
11437,76,6,559.74,Belgium,4,3,3,Loyal Customers
11438,106,10,886.35,United Kingdom,3,5,5,Needs Attention
11439,121,9,1165.01,United Kingdom,3,5,5,Needs Attention
11440,161,5,402.24,Australia,1,2,2,Hibernating
11441,125,2,246.0,Canada,3,1,1,Others
11442,56,8,768.49,United Kingdom,5,5,4,Champions
11443,101,7,596.25,France,3,4,3,Needs Attention
11444,181,7,684.04,United Kingdom,1,4,4,Can't Lose Them
11445,201,2,305.97,Netherlands,1,1,1,Lost
11446,160,12,929.62,United Kingdom,1,5,5,Can't Lose Them
11447,133,4,540.81,United Kingdom,2,2,3,Others
11448,131,3,293.65,France,2,1,1,Hibernating
11449,80,7,580.8,United Kingdom,4,4,3,Loyal Customers
11450,98,8,538.62,Germany,4,5,3,Loyal Customers
11451,141,6,309.43,Ireland,2,3,1,At Risk
11452,232,2,330.65,Austria,1,1,2,Lost
11453,14,7,390.91,United Kingdom,5,4,2,Loyal Customers
11454,145,4,217.62,United Kingdom,2,2,1,Hibernating
11455,62,6,789.0799999999999,United Kingdom,5,3,4,Loyal Customers
11456,64,8,1185.05,United Kingdom,5,5,5,Champions
11457,148,5,717.4200000000001,United Kingdom,2,2,4,Others
11458,84,4,213.43,Italy,4,2,1,Others
11459,27,5,558.5699999999999,United Kingdom,5,2,3,Potential Loyalists
11460,181,5,474.8,United Kingdom,1,2,2,Hibernating
11461,73,7,800.84,United Kingdom,4,4,4,Champions
11462,176,6,388.49,United Kingdom,1,3,2,At Risk
11463,126,6,523.48,United Kingdom,3,3,3,Needs Attention
11464,43,11,1228.03,United Kingdom,5,5,5,Champions
11465,139,4,226.51,United Kingdom,2,2,1,Hibernating
11466,116,7,636.9,United Kingdom,3,4,4,Needs Attention
11467,122,7,786.63,Australia,3,4,4,Needs Attention
11468,63,3,303.86,Norway,5,1,1,Recent Customers
11469,56,4,125.86000000000001,United Kingdom,5,2,1,Others
11470,88,6,543.7,United Kingdom,4,3,3,Loyal Customers
11471,202,5,302.49,Germany,1,2,1,Hibernating
11473,151,8,406.13,United Kingdom,2,5,2,Can't Lose Them
11474,96,12,1079.75,United Kingdom,4,5,5,Champions
11475,90,7,581.85,United Kingdom,4,4,3,Loyal Customers
11476,131,7,915.0,United Kingdom,2,4,5,Can't Lose Them
11477,77,4,374.80999999999995,United Kingdom,4,2,2,Potential Loyalists
11478,46,10,1221.1000000000001,United Kingdom,5,5,5,Champions
11479,166,6,505.59999999999997,United Kingdom,1,3,3,At Risk
11480,81,7,412.38,Portugal,4,4,2,Loyal Customers
11481,70,8,673.04,United Kingdom,5,5,4,Champions
11482,38,5,879.31,United Kingdom,5,2,5,Potential Loyalists
11483,248,5,601.54,United Kingdom,1,2,3,Others
11484,85,9,703.9,United Kingdom,4,5,4,Champions
11485,176,6,574.1,United Kingdom,1,3,3,At Risk
11486,248,1,72.3,France,1,1,1,Lost
11487,134,6,498.21999999999997,USA,2,3,3,At Risk
11488,65,9,862.4399999999999,Belgium,5,5,5,Champions
11489,52,9,1075.79,United Kingdom,5,5,5,Champions
11490,153,3,122.06,United Kingdom,2,1,1,Hibernating
11491,92,8,391.77000000000004,United Kingdom,4,5,2,Loyal Customers
11492,96,6,659.6,Germany,4,3,4,Loyal Customers
11493,114,4,193.39,Australia,3,2,1,Needs Attention
11494,128,8,1024.98,United Kingdom,3,5,5,Needs Attention
11495,139,4,483.17999999999995,Finland,2,2,3,Others
11496,164,4,575.79,France,1,2,3,Others
11497,179,6,513.71,Italy,1,3,3,At Risk
11498,154,3,541.93,Netherlands,2,1,3,Others
11499,101,6,276.82,Germany,3,3,1,Needs Attention
11500,94,9,648.59,United Kingdom,4,5,4,Champions
11501,123,4,401.45,Finland,3,2,2,Needs Attention
11502,134,8,1182.82,United Kingdom,2,5,5,Can't Lose Them
11503,169,9,1202.77,United Kingdom,1,5,5,Can't Lose Them
11504,146,4,309.93,Germany,2,2,1,Hibernating
11505,58,8,740.99,United Kingdom,5,5,4,Champions
11506,136,8,1169.62,United Kingdom,2,5,5,Can't Lose Them
11507,91,7,853.53,United Kingdom,4,4,5,Champions
11508,64,8,481.98,United Kingdom,5,5,3,Loyal Customers
11509,67,8,859.38,United Kingdom,5,5,5,Champions
11510,98,6,981.34,Netherlands,4,3,5,Loyal Customers
11511,169,4,342.82,Australia,1,2,2,Hibernating
11512,111,6,549.54,Australia,3,3,3,Needs Attention
11513,187,6,583.5600000000001,United Kingdom,1,3,3,At Risk
11514,157,1,17.56,United Kingdom,2,1,1,Hibernating
11515,121,7,786.5,United Kingdom,3,4,4,Needs Attention
11516,224,1,49.09,United Kingdom,1,1,1,Lost
11517,54,2,64.02,France,5,1,1,Recent Customers
11518,92,7,612.49,United Kingdom,4,4,3,Loyal Customers
11519,78,4,281.23,France,4,2,1,Others
11520,171,5,745.26,Germany,1,2,4,Others
11521,123,5,856.16,United Kingdom,3,2,5,Needs Attention
11522,45,6,502.69,France,5,3,3,Loyal Customers
11523,171,6,305.38,United Kingdom,1,3,1,At Risk
11524,152,6,891.22,Belgium,2,3,5,At Risk
11525,106,6,700.43,United Kingdom,3,3,4,Needs Attention
11526,148,4,611.97,Denmark,2,2,3,Others
11527,102,4,379.48,Germany,3,2,2,Needs Attention
11528,176,5,508.11,Austria,1,2,3,Others
11529,276,3,195.04000000000002,United Kingdom,1,1,1,Lost
11530,77,6,475.29,Singapore,4,3,3,Loyal Customers
11531,88,6,263.65,United Kingdom,4,3,1,Loyal Customers
11532,217,2,55.65,United Kingdom,1,1,1,Lost
11533,123,10,931.66,United Kingdom,3,5,5,Needs Attention
11534,133,6,788.44,Germany,2,3,4,At Risk
11535,18,5,527.22,United Kingdom,5,2,3,Potential Loyalists
11536,74,8,663.06,Germany,4,5,4,Champions
11537,111,9,698.65,United Kingdom,3,5,4,Needs Attention
11538,78,12,1577.97,United Kingdom,4,5,5,Champions
11539,35,6,717.2900000000001,United Kingdom,5,3,4,Loyal Customers
11540,124,7,556.64,United Kingdom,3,4,3,Needs Attention
11541,114,4,240.52,France,3,2,1,Needs Attention
11542,91,5,511.48,Denmark,4,2,3,Potential Loyalists
11543,73,3,261.20000000000005,Norway,4,1,1,Promising
11544,79,6,565.5500000000001,United Kingdom,4,3,3,Loyal Customers
11545,47,6,637.53,Germany,5,3,4,Loyal Customers
11546,65,7,655.9,United Kingdom,5,4,4,Champions
11547,56,9,737.1700000000001,United Kingdom,5,5,4,Champions
11548,205,3,185.09,Denmark,1,1,1,Lost
11549,94,5,277.79,United Kingdom,4,2,1,Others
11550,108,9,899.78,France,3,5,5,Needs Attention
11551,84,4,388.38,Australia,4,2,2,Potential Loyalists
11552,145,4,292.58,Portugal,2,2,1,Hibernating
11553,114,9,808.14,United Kingdom,3,5,5,Needs Attention
11554,129,10,1166.29,United Kingdom,2,5,5,Can't Lose Them
11555,124,10,740.72,United Kingdom,3,5,4,Needs Attention
11556,120,7,666.6800000000001,United Kingdom,3,4,4,Needs Attention
11557,97,6,512.3199999999999,United Kingdom,4,3,3,Loyal Customers
11558,224,3,314.26,Finland,1,1,1,Lost
11559,188,4,397.4,France,1,2,2,Hibernating
11560,289,1,88.62,Australia,1,1,1,Lost
11561,102,11,990.3199999999999,United Kingdom,3,5,5,Needs Attention
11562,238,1,42.39,Belgium,1,1,1,Lost
11563,144,6,311.64,United Kingdom,2,3,1,At Risk
11564,147,8,1183.58,Norway,2,5,5,Can't Lose Them
11565,195,2,92.86000000000001,United Kingdom,1,1,1,Lost
11566,98,6,544.73,United Kingdom,4,3,3,Loyal Customers
11567,85,7,596.47,Norway,4,4,3,Loyal Customers
11568,72,7,679.88,Japan,4,4,4,Champions
11569,50,4,292.46999999999997,Germany,5,2,1,Others
11570,90,4,235.23,Singapore,4,2,1,Others
11571,173,8,724.48,United Kingdom,1,5,4,Can't Lose Them
11572,152,4,567.2299999999999,United Kingdom,2,2,3,Others
11573,147,6,384.15999999999997,United Kingdom,2,3,2,At Risk
11574,69,3,309.5,United Kingdom,5,1,1,Recent Customers
11575,93,7,733.1899999999999,United Kingdom,4,4,4,Champions
11576,74,7,462.0,Germany,4,4,2,Loyal Customers
11577,112,6,620.4200000000001,United Kingdom,3,3,3,Needs Attention
11578,123,9,1406.44,United Kingdom,3,5,5,Needs Attention
11579,66,5,586.5,Canada,5,2,3,Potential Loyalists
11580,96,9,715.48,USA,4,5,4,Champions
11581,150,6,416.07,United Kingdom,2,3,2,At Risk
11582,59,10,748.28,United Kingdom,5,5,4,Champions
11583,134,4,239.53,United Kingdom,2,2,1,Hibernating
11584,116,7,1030.21,United Kingdom,3,4,5,Needs Attention
11585,87,5,721.78,United Kingdom,4,2,4,Potential Loyalists
11586,84,3,154.33,Netherlands,4,1,1,Promising
11587,203,5,540.51,United Kingdom,1,2,3,Others
11588,136,7,604.5600000000001,Australia,2,4,3,Can't Lose Them
11589,74,11,899.78,United Kingdom,4,5,5,Champions
11590,214,3,164.93,Finland,1,1,1,Lost
11591,71,7,708.25,United Kingdom,5,4,4,Champions
11592,34,6,514.47,United Kingdom,5,3,3,Loyal Customers
11593,137,4,428.69,United Kingdom,2,2,2,Hibernating
11594,140,7,659.96,United Kingdom,2,4,4,Can't Lose Them
11595,132,8,734.17,Belgium,2,5,4,Can't Lose Them
11596,178,3,348.70000000000005,Belgium,1,1,2,Lost
11597,13,8,936.17,United Kingdom,5,5,5,Champions
11598,76,7,683.14,France,4,4,4,Champions
11599,17,3,237.97,United Kingdom,5,1,1,Recent Customers
11600,155,2,381.02,France,2,1,2,Hibernating
11601,161,8,996.55,United Kingdom,1,5,5,Can't Lose Them
11602,104,9,936.6,Germany,3,5,5,Needs Attention
11603,118,3,252.26999999999998,Portugal,3,1,1,Others
11604,147,6,664.01,Spain,2,3,4,At Risk
11605,88,6,470.37,United Kingdom,4,3,2,Loyal Customers
11606,103,8,388.28999999999996,United Kingdom,3,5,2,Needs Attention
11607,120,6,756.52,United Kingdom,3,3,4,Needs Attention
11608,132,5,502.97,United Kingdom,2,2,3,Others
11609,248,2,180.7,Finland,1,1,1,Lost
11610,108,6,663.2099999999999,Ireland,3,3,4,Needs Attention
11611,115,7,1040.56,United Kingdom,3,4,5,Needs Attention
11612,90,8,561.9399999999999,United Kingdom,4,5,3,Loyal Customers
11613,101,6,834.28,Sweden,3,3,5,Needs Attention
11614,68,7,446.66,United Kingdom,5,4,2,Loyal Customers
11615,61,3,439.96,Germany,5,1,2,Recent Customers
11616,122,6,483.42,United Kingdom,3,3,3,Needs Attention
11617,169,2,146.84,United Kingdom,1,1,1,Lost
11618,47,10,763.5699999999999,United Kingdom,5,5,4,Champions
11619,89,7,534.34,Norway,4,4,3,Loyal Customers
11620,179,6,762.87,United Kingdom,1,3,4,At Risk
11621,209,3,298.64,France,1,1,1,Lost
11622,85,8,937.36,United Kingdom,4,5,5,Champions
11623,130,8,673.27,United Kingdom,2,5,4,Can't Lose Them
11624,176,5,567.18,United Kingdom,1,2,3,Others
11625,145,5,520.38,United Kingdom,2,2,3,Others
11626,204,1,64.24000000000001,Belgium,1,1,1,Lost
11627,78,8,690.56,USA,4,5,4,Champions
11628,147,2,330.7,USA,2,1,2,Hibernating
11629,247,4,949.02,United Kingdom,1,2,5,Others
11630,134,4,358.06,Germany,2,2,2,Hibernating
11631,136,7,1004.89,United Kingdom,2,4,5,Can't Lose Them
11632,72,11,786.59,United Kingdom,4,5,4,Champions
11633,145,4,450.96000000000004,Ireland,2,2,2,Hibernating
11634,60,9,674.9,United Kingdom,5,5,4,Champions
11635,222,7,845.69,United Kingdom,1,4,5,Can't Lose Them
11636,72,7,744.41,Sweden,4,4,4,Champions
11637,122,5,249.79999999999998,United Kingdom,3,2,1,Needs Attention
11638,88,7,577.65,United Kingdom,4,4,3,Loyal Customers
11639,123,7,492.41999999999996,United Kingdom,3,4,3,Needs Attention
11640,166,8,661.1,United Kingdom,1,5,4,Can't Lose Them
11641,111,7,935.4,United Kingdom,3,4,5,Needs Attention
11642,108,8,732.37,United Kingdom,3,5,4,Needs Attention
11643,170,3,198.0,Portugal,1,1,1,Lost
11644,31,6,596.8100000000001,Sweden,5,3,3,Loyal Customers
11645,151,2,273.7,Italy,2,1,1,Hibernating
11646,54,6,538.6,Germany,5,3,3,Loyal Customers
11647,87,8,736.64,United Kingdom,4,5,4,Champions
11648,90,5,308.28000000000003,United Kingdom,4,2,1,Others
11649,179,4,634.0,United Kingdom,1,2,4,Others
11650,168,4,409.15,France,1,2,2,Hibernating
11651,168,6,542.99,Germany,1,3,3,At Risk
11652,72,9,1061.48,France,4,5,5,Champions
11653,124,7,447.88,United Kingdom,3,4,2,Needs Attention
11654,139,8,723.87,United Kingdom,2,5,4,Can't Lose Them
11655,102,6,1055.25,France,3,3,5,Needs Attention
11656,175,8,543.91,United Kingdom,1,5,3,Can't Lose Them
11657,140,9,765.11,France,2,5,4,Can't Lose Them
11658,103,7,508.65,Belgium,3,4,3,Needs Attention
11659,92,8,879.93,United Kingdom,4,5,5,Champions
11660,152,6,846.51,Australia,2,3,5,At Risk
11661,29,4,467.52000000000004,Netherlands,5,2,2,Potential Loyalists
11662,122,4,290.88,Spain,3,2,1,Needs Attention
11663,150,1,69.73,Italy,2,1,1,Hibernating
11664,47,7,1215.6399999999999,Finland,5,4,5,Champions
11665,83,10,937.4,United Kingdom,4,5,5,Champions
11666,84,6,583.89,United Kingdom,4,3,3,Loyal Customers
11667,111,6,633.5,Germany,3,3,4,Needs Attention
11668,110,7,894.6,United Kingdom,3,4,5,Needs Attention
11669,115,8,529.62,United Kingdom,3,5,3,Needs Attention
11670,233,3,130.14000000000001,Australia,1,1,1,Lost
11671,65,2,126.99000000000001,United Kingdom,5,1,1,Recent Customers
11672,109,2,131.13,United Kingdom,3,1,1,Others
11673,132,3,197.83,Austria,2,1,1,Hibernating
11674,157,7,892.65,Netherlands,2,4,5,Can't Lose Them
11675,165,5,539.0,Germany,1,2,3,Others
11676,128,9,677.4300000000001,United Kingdom,3,5,4,Needs Attention
11677,235,3,474.71,France,1,1,2,Lost
11678,44,6,480.87,United Kingdom,5,3,3,Loyal Customers
11679,103,3,305.26,Spain,3,1,1,Others
11680,171,2,210.76,Canada,1,1,1,Lost
11681,160,5,466.91,Switzerland,1,2,2,Hibernating
11682,110,8,683.38,United Kingdom,3,5,4,Needs Attention
11683,231,3,160.57,Germany,1,1,1,Lost
11684,112,5,735.77,France,3,2,4,Needs Attention
11685,139,3,277.75,United Kingdom,2,1,1,Hibernating
11686,22,6,251.31,United Kingdom,5,3,1,Loyal Customers
11687,132,6,434.36,United Kingdom,2,3,2,At Risk
11688,150,5,327.56,United Kingdom,2,2,2,Hibernating
11689,79,7,466.21000000000004,United Kingdom,4,4,2,Loyal Customers
11690,195,7,614.35,United Kingdom,1,4,3,Can't Lose Them
11691,171,8,495.27000000000004,United Kingdom,1,5,3,Can't Lose Them
11692,265,5,407.84000000000003,United Kingdom,1,2,2,Hibernating
11693,122,7,790.27,United Kingdom,3,4,4,Needs Attention
11694,52,7,434.33,Netherlands,5,4,2,Loyal Customers
11695,39,10,720.78,United Kingdom,5,5,4,Champions
11696,130,6,488.27,United Kingdom,2,3,3,At Risk
11697,95,7,472.24,United Kingdom,4,4,2,Loyal Customers
11698,143,10,707.5,United Kingdom,2,5,4,Can't Lose Them
11699,144,7,611.3100000000001,Denmark,2,4,3,Can't Lose Them
11700,110,11,1423.67,United Kingdom,3,5,5,Needs Attention
11701,89,8,430.21,United Kingdom,4,5,2,Loyal Customers
11702,161,8,470.57,United Kingdom,1,5,2,Can't Lose Them
11703,48,7,1092.31,United Kingdom,5,4,5,Champions
11704,236,4,463.01,United Kingdom,1,2,2,Hibernating
11705,48,7,651.5,United Kingdom,5,4,4,Champions
11706,143,7,494.63,Australia,2,4,3,Can't Lose Them
11707,136,8,1007.77,France,2,5,5,Can't Lose Them
11708,134,5,677.54,United Kingdom,2,2,4,Others
11709,198,8,564.0899999999999,Ireland,1,5,3,Can't Lose Them
11710,24,6,624.55,United Kingdom,5,3,4,Loyal Customers
11711,160,4,987.99,Portugal,1,2,5,Others
11712,167,6,603.34,United Kingdom,1,3,3,At Risk
11713,150,2,82.89,Belgium,2,1,1,Hibernating
11714,32,6,290.07,Sweden,5,3,1,Loyal Customers
11715,203,8,834.02,Japan,1,5,5,Can't Lose Them
11716,166,5,661.22,Italy,1,2,4,Others
11717,95,8,641.6,United Kingdom,4,5,4,Champions
11718,105,4,313.84000000000003,Italy,3,2,1,Needs Attention
11719,29,10,874.79,United Kingdom,5,5,5,Champions
11720,93,5,277.75,United Kingdom,4,2,1,Others
11721,139,8,543.18,United Kingdom,2,5,3,Can't Lose Them
11722,141,15,1794.98,United Kingdom,2,5,5,Can't Lose Them
11723,109,5,409.24,United Kingdom,3,2,2,Needs Attention
11724,123,4,363.14,Germany,3,2,2,Needs Attention
11725,92,6,639.17,Denmark,4,3,4,Loyal Customers
11726,104,7,762.04,United Kingdom,3,4,4,Needs Attention
11727,142,3,142.65,Spain,2,1,1,Hibernating
11728,137,4,347.48,United Kingdom,2,2,2,Hibernating
11729,84,3,174.34000000000003,United Kingdom,4,1,1,Promising
11730,77,14,834.99,United Kingdom,4,5,5,Champions
11731,146,7,821.83,Singapore,2,4,5,Can't Lose Them
11732,132,6,893.0400000000001,Switzerland,2,3,5,At Risk
11733,293,1,11.76,Germany,1,1,1,Lost
11734,93,9,834.75,United Kingdom,4,5,5,Champions
11735,54,8,981.99,United Kingdom,5,5,5,Champions
11736,102,5,679.65,Netherlands,3,2,4,Needs Attention
11737,92,8,848.53,United Kingdom,4,5,5,Champions
11738,67,5,1062.12,Belgium,5,2,5,Potential Loyalists
11739,123,6,611.66,Spain,3,3,3,Needs Attention
11740,124,6,663.3,Germany,3,3,4,Needs Attention
11741,83,6,1150.29,Norway,4,3,5,Loyal Customers
11742,16,5,268.23,United Kingdom,5,3,1,Loyal Customers
11743,24,6,685.05,United Kingdom,5,3,4,Loyal Customers
11744,252,4,576.78,United Kingdom,1,2,3,Others
11745,155,4,609.24,Singapore,2,2,3,Others
11746,161,9,710.03,United Kingdom,1,5,4,Can't Lose Them
11747,171,4,680.1,Netherlands,1,2,4,Others
11748,59,13,1043.0,United Kingdom,5,5,5,Champions
11749,202,4,320.38,United Kingdom,1,2,2,Hibernating
11750,118,8,779.28,United Kingdom,3,5,4,Needs Attention
11751,87,5,317.0,Singapore,4,3,1,Loyal Customers
11752,95,4,142.69,United Kingdom,4,2,1,Others
11753,123,8,948.54,United Kingdom,3,5,5,Needs Attention
11754,80,9,651.17,United Kingdom,4,5,4,Champions
11755,54,4,201.45000000000002,United Kingdom,5,2,1,Others
11756,145,9,673.21,United Kingdom,2,5,4,Can't Lose Them
11757,123,7,601.94,Austria,3,4,3,Needs Attention
11758,30,5,609.4300000000001,United Kingdom,5,3,3,Loyal Customers
11759,94,5,247.56,United Kingdom,4,3,1,Loyal Customers
11760,97,9,946.96,Austria,4,5,5,Champions
11761,154,5,486.49,United Kingdom,2,3,3,At Risk
11762,212,6,772.7,United Kingdom,1,3,4,At Risk
11763,66,8,511.87,United Kingdom,5,5,3,Loyal Customers
11764,89,11,988.88,United Kingdom,4,5,5,Champions
11765,77,6,611.56,Switzerland,4,3,3,Loyal Customers
11766,98,3,150.27,United Kingdom,4,1,1,Promising
11767,188,4,414.09,Australia,1,2,2,Hibernating
11768,159,3,254.35000000000002,Germany,2,1,1,Hibernating
11769,110,8,724.05,Italy,3,5,4,Needs Attention
11770,96,5,688.15,United Kingdom,4,3,4,Loyal Customers
11771,84,8,709.96,United Kingdom,4,5,4,Champions
11772,217,3,278.46,Belgium,1,1,1,Lost
11773,97,4,518.92,Switzerland,4,2,3,Potential Loyalists
11774,88,4,349.44,Spain,4,2,2,Potential Loyalists
11775,177,7,409.32,Netherlands,1,4,2,Can't Lose Them
11776,168,8,722.9,United Kingdom,1,5,4,Can't Lose Them
11777,98,7,623.83,United Kingdom,4,4,4,Champions
11778,59,7,1300.52,United Kingdom,5,4,5,Champions
11779,111,9,1066.6200000000001,United Kingdom,3,5,5,Needs Attention
11780,251,1,16.54,France,1,1,1,Lost
11781,198,6,479.68,Denmark,1,3,3,At Risk
11782,52,8,955.89,United Kingdom,5,5,5,Champions
11783,91,8,518.31,France,4,5,3,Loyal Customers
11784,113,4,459.98,Germany,3,2,2,Needs Attention
11785,148,5,313.03999999999996,Netherlands,2,3,1,At Risk
11786,73,5,380.95,United Kingdom,4,3,2,Loyal Customers
11787,150,7,558.76,United Kingdom,2,4,3,Can't Lose Them
11788,140,5,172.57,United Kingdom,2,3,1,At Risk
11789,86,13,1349.13,United Kingdom,4,5,5,Champions
11790,120,9,1448.3,United Kingdom,3,5,5,Needs Attention
11791,45,8,710.35,United Kingdom,5,5,4,Champions
11792,76,3,321.31,France,4,1,2,Promising
11793,107,8,605.27,United Kingdom,3,5,3,Needs Attention
11794,186,7,454.45,Germany,1,4,2,Can't Lose Them
11795,134,10,1270.76,Germany,2,5,5,Can't Lose Them
11796,141,6,403.11,United Kingdom,2,3,2,At Risk
11797,48,8,626.99,United Kingdom,5,5,4,Champions
11798,199,6,567.5,United Kingdom,1,3,3,At Risk
11799,170,3,340.15,Germany,1,1,2,Lost
11800,145,5,501.22,Austria,2,3,3,At Risk
11801,181,7,645.55,Austria,1,4,4,Can't Lose Them
11802,114,6,380.25,United Kingdom,3,3,2,Needs Attention
11803,55,5,502.85,Belgium,5,3,3,Loyal Customers
11804,172,7,831.74,Germany,1,4,5,Can't Lose Them
11805,107,8,844.34,United Kingdom,3,5,5,Needs Attention
11806,148,4,551.41,France,2,2,3,Others
11807,142,6,526.25,United Kingdom,2,3,3,At Risk
11808,118,8,688.91,Italy,3,5,4,Needs Attention
11809,107,7,557.73,Germany,3,4,3,Needs Attention
11810,141,5,444.78999999999996,Austria,2,3,2,At Risk
11811,109,6,629.89,United Kingdom,3,3,4,Needs Attention
11812,170,4,142.76999999999998,Netherlands,1,2,1,Hibernating
11813,100,5,550.78,Spain,3,3,3,Needs Attention
11814,194,6,263.61,United Kingdom,1,3,1,At Risk
11815,143,5,501.21999999999997,United Kingdom,2,3,3,At Risk
11816,180,4,411.87,Norway,1,2,2,Hibernating
11817,135,5,307.75,United Kingdom,2,3,1,At Risk
11818,150,3,236.04,France,2,1,1,Hibernating
11819,85,8,579.9399999999999,United Kingdom,4,5,3,Loyal Customers
11820,212,4,154.41000000000003,United Kingdom,1,2,1,Hibernating
11821,105,7,734.15,United Kingdom,3,4,4,Needs Attention
11822,136,6,486.19,United Kingdom,2,3,3,At Risk
11823,79,4,239.43,Ireland,4,2,1,Others
11824,122,6,315.59000000000003,United Kingdom,3,3,1,Needs Attention
11825,156,7,930.76,Netherlands,2,4,5,Can't Lose Them
11826,152,4,334.25,Portugal,2,2,2,Hibernating
11827,51,5,247.7,Netherlands,5,3,1,Loyal Customers
11828,136,8,658.51,United Kingdom,2,5,4,Can't Lose Them
11829,96,7,296.89,United Kingdom,4,4,1,Loyal Customers
11830,146,6,723.21,United Kingdom,2,3,4,At Risk
11831,133,7,645.4499999999999,United Kingdom,2,4,4,Can't Lose Them
11832,165,7,730.8000000000001,USA,1,4,4,Can't Lose Them
11833,40,10,1226.31,United Kingdom,5,5,5,Champions
11834,223,2,127.87,United Kingdom,1,1,1,Lost
11835,154,6,549.89,Netherlands,2,3,3,At Risk
11836,159,5,838.92,Australia,2,3,5,At Risk
11837,62,9,1035.31,Netherlands,5,5,5,Champions
11838,121,12,998.07,France,3,5,5,Needs Attention
11839,122,7,392.34,United Kingdom,3,4,2,Needs Attention
11840,90,7,289.7,United Kingdom,4,4,1,Loyal Customers
11841,86,7,718.38,United Kingdom,4,4,4,Champions
11842,101,4,274.49,United Kingdom,3,2,1,Needs Attention
11843,215,3,417.81,France,1,1,2,Lost
11844,11,4,492.81,United Kingdom,5,2,3,Potential Loyalists
11845,49,4,445.92,United Kingdom,5,2,2,Potential Loyalists
11846,199,2,96.45,Canada,1,1,1,Lost
11847,66,7,445.13,United Kingdom,5,4,2,Loyal Customers
11848,117,5,631.8000000000001,United Kingdom,3,3,4,Needs Attention
11849,134,4,520.67,Spain,2,2,3,Others
11850,108,8,672.05,France,3,5,4,Needs Attention
11851,65,4,312.63,Norway,5,2,1,Others
11852,106,5,590.8199999999999,Germany,3,3,3,Needs Attention
11853,139,3,489.46,United Kingdom,2,1,3,Others
11854,127,6,645.96,United Kingdom,3,3,4,Needs Attention
11855,116,5,437.19,United Kingdom,3,3,2,Needs Attention
11856,89,8,644.88,United Kingdom,4,5,4,Champions
11857,135,7,535.48,United Kingdom,2,4,3,Can't Lose Them
11858,27,9,892.02,France,5,5,5,Champions
11859,73,7,376.01,Denmark,4,4,2,Loyal Customers
11860,74,3,146.28,Germany,4,1,1,Promising
11861,20,10,616.65,Germany,5,5,3,Loyal Customers
11862,192,7,937.1600000000001,United Kingdom,1,4,5,Can't Lose Them
11863,81,6,544.48,United Kingdom,4,3,3,Loyal Customers
11864,79,1,122.34,United Kingdom,4,1,1,Promising
11865,108,11,966.31,France,3,5,5,Needs Attention
11866,27,6,829.4100000000001,Belgium,5,3,5,Loyal Customers
11867,211,5,448.40999999999997,United Kingdom,1,3,2,At Risk
11868,139,5,348.78000000000003,France,2,3,2,At Risk
11869,128,3,92.53,Spain,3,1,1,Others
11870,131,3,283.74,Spain,2,1,1,Hibernating
11871,111,7,607.49,Canada,3,4,3,Needs Attention
11872,92,8,773.1,United Kingdom,4,5,4,Champions
11873,210,4,393.54,United Kingdom,1,2,2,Hibernating
11874,61,9,825.46,Germany,5,5,5,Champions
11875,138,5,384.45,Austria,2,3,2,At Risk
11876,118,4,506.01,United Kingdom,3,2,3,Needs Attention
11877,119,6,779.2,United Kingdom,3,3,4,Needs Attention
11878,135,2,151.56,United Kingdom,2,1,1,Hibernating
11879,208,5,317.53,France,1,3,1,At Risk
11880,111,8,670.48,United Kingdom,3,5,4,Needs Attention
11881,152,8,825.49,United Kingdom,2,5,5,Can't Lose Them
11882,61,7,602.73,United Kingdom,5,4,3,Loyal Customers
11883,111,5,281.46,Germany,3,3,1,Needs Attention
11884,61,8,668.02,United Kingdom,5,5,4,Champions
11885,93,5,711.73,United Kingdom,4,3,4,Loyal Customers
11886,74,8,717.34,Singapore,4,5,4,Champions
11887,107,9,629.35,United Kingdom,3,5,4,Needs Attention
11888,139,6,508.61,United Kingdom,2,3,3,At Risk
11889,85,4,549.8299999999999,United Kingdom,4,2,3,Potential Loyalists
11890,106,12,1294.6100000000001,Spain,3,5,5,Needs Attention
11891,120,4,516.77,United Kingdom,3,2,3,Needs Attention
11892,90,6,454.36,United Kingdom,4,3,2,Loyal Customers
11893,70,5,440.45,France,5,3,2,Loyal Customers
11894,112,5,508.11,United Kingdom,3,3,3,Needs Attention
11895,83,5,365.35999999999996,Australia,4,3,2,Loyal Customers
11896,117,9,881.8,United Kingdom,3,5,5,Needs Attention
